training_block.thisN,key_resp_21.rt,prod_image2_location,key_resp_23.rt,key_resp_19.keys,alt_image2_location,key_resp_4.keys,textbox_5.text,pretraining_plus_test.thisN,session,pretraining_loop.ran,stem,participant,file,key_resp_22.keys,key_resp_9.keys,demo_info.thisTrialN,key_resp_3.rt,key_resp_31.rt,textbox_7.text,alt_image2_size,forced_choice_block.thisN,prod_resp.text,__participant,production_block.thisN,production_block.ran,comp_label2_location,consent_resp_5.keys,key_resp_22.rt,key_resp_31.keys,test_loop.thisRepN,comp_image_location,suffix,prod_label,consent_resp_3.keys,consent_resp_2.rt,consent_resp_6.keys,key_resp_9.rt,image1,production_block.thisTrialN,key_resp_4.rt,pretraining_loop.thisN,key_resp_16.keys,key_resp_10.rt,prod_image2,consent_resp_6.rt,psychopyVersion,training_block.thisTrialN,pretraining_loop.thisIndex,production_block.thisIndex,pretraining_plus_test.ran,test_loop.thisIndex,image_size,key_resp_18.keys,consent_resp_4.rt,key_resp_26.rt,pretraining_loop.thisRepN,label,key_resp_20.rt,filepath,pretraining_plus_test.thisIndex,key_resp_3.keys,key_resp_20.keys,test_loop.thisN,prod_image2_size,key_resp_19.rt,training_block.thisRepN,frameRate,prod_condition,label1,pretraining,image_location,demo_info.ran,key_resp_23.keys,production_block.thisRepN,alt_image2,key_resp_15.keys,key_resp_16.rt,demo_info.thisIndex,key_resp_27.keys,alt_image1_location,comp_label1_location,suffix1,key_resp_21.keys,textbox_10.text,__session,key_resp_17.rt,demo_info.thisRepN,key_resp_13.rt,experiment_start_resp.rt,key_resp_11.rt,pretraining_loop.thisTrialN,alt_image1_size,training_block.thisIndex,key_resp_26.keys,forced_choice_block.thisTrialN,key_resp_28.rt,key_resp_14.keys,key_resp_30.rt,key_resp_29.keys,__datetime,consent_resp_5.rt,comp_condition_suffix,OS,comp_condition_stem,__experimentName,key_resp_13.keys,consent_resp_2.keys,key_resp_15.rt,key_resp_14.rt,key_resp_30.keys,experiment_start_resp.keys,pretraining_plus_test.thisRepN,stem_filename,label2,key_resp_27.rt,training_block.ran,comp_image,date,textbox_6.text,textbox_9.text,key_resp_10.keys,key_resp_29.rt,condition,key_resp_28.keys,test_loop.ran,alt_image1,consent_resp_3.rt,demo_info.thisN,consent_resp.rt,forced_choice_block.ran,forced_choice_block.thisRepN,comp_image_size,consent_resp_4.keys,key_resp_5.keys,pretraining_plus_test.thisTrialN,expName,suffix2,key_resp_5.rt,test_loop.thisTrialN,key_resp_18.rt,consent_resp.keys,forced_choice_block.thisIndex,key_resp_11.keys,key_resp_17.keys,textbox.text,prod_image1
﻿12,,,,,,,,,001,,kora,59008,3_dim_sg.PNG,,,,,,korashoon,,,,565480,,,,,,,,,shoon,,,,,,,,,,,,,,2022.2.5,12,,,,,"['0.20', '0.20']","[""k"",""o"",""r"",""a"",""n"",""e"",""backspace"",""backspace"",""s"",""h"",""o"",""o"",""n"",""return""]",,,,korashoon,,stems_all/3_dim_sg.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,35,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,3,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.2010000000000218,1.2999999999999545,1.5640000000000782,1.7820000000001528,2.0620000000001255,2.3530000000000655,3.240000000000009,3.616999999999962,4.232999999999947,4.567000000000007,4.766000000000076,4.900000000000091,5.566000000000031,5.865000000000009]",,,,,,
﻿13,,,,,,,,,001,,kora,59008,3_dim_sg.PNG,,,,,,koranem,,,,565480,,,,,,,,,nem,,,,,,,,,,,,,,2022.2.5,13,,,,,"['0.20', '0.20']","[""k"",""o"",""r"",""a"",""s"",""h"",""o"",""o"",""backspace"",""backspace"",""backspace"",""backspace"",""n"",""e"",""m"",""return""]",,,,koranem,,stems_all/3_dim_sg.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,20,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,3,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[0.9839999999999236,1.08199999999988,1.3679999999999382,1.5679999999999836,1.7649999999998727,2.0799999999999272,2.283999999999878,2.41599999999994,2.816000000000031,3.0839999999998327,3.2489999999997963,3.41599999999994,4.066000000000031,4.416999999999916,4.714999999999918,5.817000000000007]",,,,,,
﻿14,,,,,,,,,001,,bal,59008,1_2.PNG,,,,,,balsil,,,,565480,,,,,,,,,sil,,,,,,,,,,,,,,2022.2.5,14,,,,,"['0.35', '0.35']","[""b"",""a"",""k"",""backspace"",""l"",""s"",""i"",""l"",""return""]",,,,balsil,,stems_all/1_2.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,30,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,1,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.9160000000001673,2.479000000000042,2.8020000000001346,3.30600000000004,3.75,4.079000000000178,4.380000000000109,4.84900000000016,5.3969999999999345]",,,,,,
﻿15,,,,,,,,,001,,bal,59008,1_2.PNG,,,,,,baldan,,,,565480,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,15,,,,,"['0.35', '0.35']","[""b"",""a"",""l"",""s"",""i"",""l"",""backspace"",""backspace"",""backspace"",""d"",""a"",""n"",""return""]",,,,baldan,,stems_all/1_2.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,0,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,1,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.2250000000001364,1.518000000000029,1.8070000000000164,2.0670000000000073,2.338999999999942,2.505000000000109,2.9890000000000327,3.1510000000000673,3.2660000000000764,3.9190000000000964,4.132000000000062,4.401000000000067,4.731999999999971]",,,,,,
﻿16,,,,,,,,,001,,pipa,59008,5_2.PNG,,,,,,pipadan,,,,565480,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,16,,,,,"['0.35', '0.35']","[""p"",""i"",""p"",""a"",""d"",""a"",""n"",""return""]",,,,pipadan,,stems_all/5_2.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,4,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,5,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.1330000000000382,1.3630000000000564,1.663000000000011,2.3600000000001273,2.6100000000001273,2.7630000000001473,3.02800000000002,3.5950000000000273]",,,,,,
﻿17,,,,,,,,,001,,kora,59008,3_dim_sg.PNG,,,,,,koranem,,,,565480,,,,,,,,,nem,,,,,,,,,,,,,,2022.2.5,17,,,,,"['0.20', '0.20']","[""k"",""o"",""r"",""a"",""m"",""backspace"",""n"",""e"",""n"",""backspace"",""m"",""return""]",,,,koranem,,stems_all/3_dim_sg.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,21,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,3,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.3029999999998836,1.3989999999998872,1.7139999999999418,1.9489999999998417,2.4829999999999472,2.8819999999998345,3.134999999999991,3.433999999999969,3.6720000000000255,4.152000000000044,4.374000000000024,4.800999999999931]",,,,,,
﻿18,,,,,,,,,001,,kora,59008,3_dim_sg.PNG,,,,,,korashoon,,,,565480,,,,,,,,,shoon,,,,,,,,,,,,,,2022.2.5,18,,,,,"['0.20', '0.20']","[""l"",""p"",""backspace"",""backspace"",""k"",""o"",""r"",""a"",""s"",""h"",""o"",""o"",""n"",""return""]",,,,korashoon,,stems_all/3_dim_sg.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,29,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,3,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[0.8850000000002183,0.9700000000000273,1.268000000000029,1.4049999999999727,1.5860000000000127,1.6820000000000164,2.3980000000001382,2.7000000000000455,2.900000000000091,3.206000000000131,3.5800000000001546,3.83400000000006,4.101000000000113,4.481000000000222]",,,,,,
﻿19,,,,,,,,,001,,bal,59008,1_dim_sg.PNG,,,,,,balshoon,,,,565480,,,,,,,,,shoon,,,,,,,,,,,,,,2022.2.5,19,,,,,"['0.20', '0.20']","[""b"",""s"",""backspace"",""a"",""l"",""s"",""h"",""o"",""o"",""n"",""return""]",,,,balshoon,,stems_all/1_dim_sg.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,33,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,1,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[2.1359999999999673,2.5,3.048999999999978,3.502999999999929,3.824000000000069,4.101000000000113,4.449000000000069,4.751999999999953,4.8840000000000146,5.102000000000089,5.701000000000022]",,,,,,
﻿20,,,,,,,,,001,,bal,59008,1_dim_sg.PNG,,,,,,balnem,,,,565480,,,,,,,,,nem,,,,,,,,,,,,,,2022.2.5,20,,,,,"['0.20', '0.20']","[""b"",""a"",""l"",""m"",""backspace"",""n"",""e"",""m"",""return"",""backspace"",""backspace"",""backspace"",""backspace"",""n"",""e"",""m"",""return""]",,,,balnem,,stems_all/1_dim_sg.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,13,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,1,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.2669999999998254,1.6669999999999163,1.9139999999999873,2.3999999999998636,2.8029999999998836,3.048999999999978,3.3969999999999345,3.7959999999998217,4.43100000000004,5.09699999999998,5.26299999999992,5.432000000000016,5.647999999999911,6.051999999999907,6.335000000000036,6.582999999999856,6.849999999999909]",,,,,,
﻿21,,,,,,,,,001,,bani,59008,6_2.PNG,,,,,,banidan,,,,565480,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,21,,,,,"['0.35', '0.35']","[""b"",""a"",""n"",""i"",""d"",""a"",""n"",""backspace"",""n"",""return""]",,,,banidan,,stems_all/6_2.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,5,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,6,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.9459999999999127,2.367999999999938,2.7129999999999654,2.8479999999999563,3.3329999999998563,3.546000000000049,3.8609999999998763,5.148999999999887,5.410999999999831,5.6469999999999345]",,,,,,
﻿22,,,,,,,,,001,,berko,59008,2_2.PNG,,,,,,berkodan,,,,565480,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,22,,,,,"['0.35', '0.35']","[""b"",""e"",""r"",""k"",""o"",""d"",""a"",""n"",""return""]",,,,berkodan,,stems_all/2_2.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,1,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,2,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.4660000000001219,2.466000000000122,2.5650000000000546,2.9160000000001673,3,3.339000000000169,3.5300000000002,3.9090000000001055,4.753000000000156]",,,,,,
﻿23,,,,,,,,,001,,berko,59008,2_dim_sg.PNG,,,,,,berkoshoon,,,,565480,,,,,,,,,shoon,,,,,,,,,,,,,,2022.2.5,23,,,,,"['0.20', '0.20']","[""b"",""r"",""backspace"",""e"",""r"",""k"",""o"",""s"",""h"",""o"",""o"",""n"",""return""]",,,,berkoshoon,,stems_all/2_dim_sg.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,34,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,2,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.150000000000091,1.38799999999992,1.8830000000000382,2.400000000000091,2.5319999999999254,2.884999999999991,2.9829999999999472,3.3199999999999363,3.6539999999999964,3.9039999999999964,4.017000000000053,4.2650000000001,5.183999999999969]",,,,,,
﻿24,,,,,,,,,001,,kudom,59008,8_2.PNG,,,,,,kudomdan,,,,565480,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,24,,,,,"['0.35', '0.35']","[""b"",""backspace"",""backspace"",""k"",""u"",""d"",""o"",""m"",""d"",""a"",""n"",""return""]",,,,kudomdan,,stems_all/8_2.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,7,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,8,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[0.049999999999954525,0.9809999999999945,1.1809999999998126,1.3829999999998108,1.5889999999999418,2.481999999999971,2.8299999999999272,3.0179999999998017,3.3460000000000036,3.5659999999998035,3.9420000000000073,4.664999999999964]",,,,,,
﻿25,,,,,,,,,001,,mero,59008,12_2.PNG,,,,,,merodan,,,,565480,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,25,,,,,"['0.35', '0.35']","[""m"",""e"",""r"",""o"",""d"",""a"",""n"",""return"",""backspace"",""backspace"",""backspace"",""backspace"",""backspace"",""o"",""d"",""a"",""n"",""return""]",,,,merodan,,stems_all/12_2.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,11,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,12,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.1080000000001746,1.4490000000000691,1.6520000000000437,1.9329999999999927,2.2480000000000473,2.4990000000000236,2.8730000000000473,3.4170000000001437,4.016000000000076,4.182000000000016,4.283000000000129,4.565000000000055,4.750999999999976,5.198000000000093,5.600000000000136,5.734000000000151,5.872000000000071,6.086999999999989]",,,,,,
﻿26,,,,,,,,,001,,kora,59008,3_2.PNG,,,,,,korasil,,,,565480,,,,,,,,,sil,,,,,,,,,,,,,,2022.2.5,26,,,,,"['0.35', '0.35']","[""k"",""o"",""r"",""a"",""d"",""a"",""backspace"",""backspace"",""s"",""i"",""l"",""return""]",,,,korasil,,stems_all/3_2.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,32,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,3,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.2159999999998945,1.3009999999999309,1.3940000000000055,1.4479999999998654,1.6949999999999363,1.8129999999998745,2.211999999999989,2.3619999999998527,2.4479999999998654,2.616999999999962,2.8099999999999454,4.346000000000004]",,,,,,
﻿27,,,,,,,,,001,,berko,59008,2_dim_sg.PNG,,,,,,berkonem,,,,565480,,,,,,,,,nem,,,,,,,,,,,,,,2022.2.5,27,,,,,"['0.20', '0.20']","[""b"",""e"",""r"",""o"",""n"",""e"",""m"",""backspace"",""backspace"",""backspace"",""backspace"",""k"",""o"",""n"",""e"",""m"",""return""]",,,,berkonem,,stems_all/2_dim_sg.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,17,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,2,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.3020000000001346,1.9320000000000164,2.089000000000169,2.5,2.7650000000001,3.06899999999996,3.413000000000011,4.901000000000067,5.066000000000031,5.199000000000069,5.468000000000075,5.7840000000001055,5.904999999999973,6.2000000000000455,6.501999999999953,7.05600000000004,7.402000000000044]",,,,,,
﻿28,,,,,,,,,001,,kora,59008,3_2.PNG,,,,,,koradan,,,,565480,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,28,,,,,"['0.35', '0.35']","[""k"",""o"",""r"",""a"",""d"",""a"",""b"",""backspace"",""n"",""return""]",,,,koradan,,stems_all/3_2.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,2,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,3,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.0989999999999327,1.2159999999998945,1.5149999999998727,1.7510000000002037,2.1639999999999873,2.5839999999998327,2.9129999999997835,3.3859999999999673,3.8859999999999673,4.263999999999896]",,,,,,
﻿29,,,,,,,,,001,,kora,59008,3_dim_sg.PNG,,,,,,koranem,,,,565480,,,,,,,,,nem,,,,,,,,,,,,,,2022.2.5,29,,,,,"['0.20', '0.20']","[""k"",""o"",""r"",""a"",""n"",""e"",""m"",""return""]",,,,koranem,,stems_all/3_dim_sg.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,22,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,3,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[0.9639999999999418,1.0829999999998563,1.4020000000000437,1.6549999999999727,2.1319999999998345,2.481999999999971,2.8279999999999745,3.3299999999999272]",,,,,,
﻿30,,,,,,,,,001,,berko,59008,2_dim_sg.PNG,,,,,,berkoshoon,,,,565480,,,,,,,,,shoon,,,,,,,,,,,,,,2022.2.5,30,,,,,"['0.20', '0.20']","[""b"",""e"",""r"",""k"",""o"",""s"",""g"",""backspace"",""h"",""o"",""o"",""n"",""return""]",,,,berkoshoon,,stems_all/2_dim_sg.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,28,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,2,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.2399999999997817,1.5639999999998508,1.7729999999999109,2.119999999999891,2.3339999999998327,2.683999999999969,2.9329999999999927,3.3460000000000036,3.599999999999909,3.8170000000000073,3.9659999999998945,4.2159999999998945,4.466999999999871]",,,,,,
﻿31,,,,,,,,,001,,nako,59008,4_2.PNG,,,,,,nakodan,,,,565480,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,31,,,,,"['0.35', '0.35']","[""n"",""a"",""k"",""o"",""d"",""a"",""n"",""return""]",,,,nakodan,,stems_all/4_2.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,3,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,4,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[2.15300000000002,2.4700000000000273,2.800999999999931,2.9329999999999927,3.2799999999999727,3.4700000000000273,3.7649999999998727,4.330999999999904]",,,,,,
﻿32,,,,,,,,,001,,bal,59008,1_dim_sg.PNG,,,,,,balshoon,,,,565480,,,,,,,,,shoon,,,,,,,,,,,,,,2022.2.5,32,,,,,"['0.20', '0.20']","[""b"",""a"",""l"",""s"",""h"",""o"",""o"",""n"",""return""]",,,,balshoon,,stems_all/1_dim_sg.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,27,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,1,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[2.1489999999998872,2.4320000000000164,2.7490000000000236,3.0670000000000073,3.338999999999942,3.5809999999999036,3.716999999999871,3.9479999999998654,4.482999999999947]",,,,,,
﻿33,,,,,,,,,001,,vorke,59008,10_2.PNG,,,,,,vorkedan,,,,565480,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,33,,,,,"['0.35', '0.35']","[""v"",""o"",""r"",""k"",""e"",""d"",""a"",""n"",""return""]",,,,vorkedan,,stems_all/10_2.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,9,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,10,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.40099999999984,2.201000000000022,2.466999999999871,2.6299999999998818,2.882999999999811,3.0529999999998836,3.231999999999971,3.615000000000009,4.249000000000024]",,,,,,
﻿34,,,,,,,,,001,,kora,59008,3_2.PNG,,,,,,korasil,,,,565480,,,,,,,,,sil,,,,,,,,,,,,,,2022.2.5,34,,,,,"['0.35', '0.35']","[""k"",""o"",""r"",""a"",""s"",""i"",""l"",""return""]",,,,korasil,,stems_all/3_2.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,26,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,3,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.1040000000000418,1.268000000000029,2.0329999999999018,2.2819999999999254,2.5160000000000764,2.9010000000000673,3.0989999999999327,3.566000000000031]",,,,,,
﻿35,,,,,,,,,001,,bin,59008,11_2.PNG,,,,,,bindan,,,,565480,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,35,,,,,"['0.35', '0.35']","[""b"",""i"",""n"",""d"",""a"",""b"",""n"",""backspace"",""backspace"",""n"",""return""]",,,,bindan,,stems_all/11_2.PNG,,,,,,,0,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,10,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,11,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.336999999999989,1.5040000000001328,1.6990000000000691,2.3220000000001164,2.5690000000001874,2.8880000000001473,2.90300000000002,3.734000000000151,4.074000000000069,4.3400000000001455,4.632000000000062]",,,,,,
﻿36,,,,,,,,,001,,kora,59008,3_dim_sg.PNG,,,,,,koranem,,,,565480,,,,,,,,,nem,,,,,,,,,,,,,,2022.2.5,0,,,,,"['0.20', '0.20']","[""k"",""o"",""r"",""a"",""n"",""e"",""m"",""return""]",,,,koranem,,stems_all/3_dim_sg.PNG,,,,,,,1,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,22,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,3,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.099999999999909,1.1879999999998745,1.5070000000000618,1.7709999999999582,2.133000000000038,2.4320000000000164,2.7789999999999964,3.1510000000000673]",,,,,,
﻿37,,,,,,,,,001,,berko,59008,2_dim_sg.PNG,,,,,,berkonem,,,,565480,,,,,,,,,nem,,,,,,,,,,,,,,2022.2.5,1,,,,,"['0.20', '0.20']","[""b"",""e"",""r"",""k"",""p"",""o"",""n"",""e"",""m"",""space"",""backspace"",""backspace"",""backspace"",""backspace"",""backspace"",""backspace"",""o"",""n"",""w"",""m"",""backspace"",""backspace"",""e"",""m"",""return""]",,,,berkonem,,stems_all/2_dim_sg.PNG,,,,,,,1,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,19,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,2,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.2950000000000728,1.6030000000000655,1.8199999999999363,2.133000000000038,2.314000000000078,2.3170000000000073,2.4839999999999236,2.8640000000000327,3.1369999999999436,3.576000000000022,5.899000000000115,6.067999999999984,6.212999999999965,6.332000000000107,6.486000000000104,6.778999999999996,7.183999999999969,7.413999999999987,7.581000000000131,7.645999999999958,8.031999999999925,8.151000000000067,8.47700000000009,8.564000000000078,8.733999999999924]",,,,,,
﻿38,,,,,,,,,001,,bal,59008,1_dim_sg.PNG,,,,,,balnem,,,,565480,,,,,,,,,nem,,,,,,,,,,,,,,2022.2.5,2,,,,,"['0.20', '0.20']","[""b"",""a"",""l"",""n"",""e"",""m"",""return""]",,,,balnem,,stems_all/1_dim_sg.PNG,,,,,,,1,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,14,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,1,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.5989999999999327,1.7369999999998527,1.836999999999989,2.018000000000029,2.1369999999999436,2.2369999999998527,2.4329999999999927]",,,,,,
﻿39,,,,,,,,,001,,berko,59008,2_dim_sg.PNG,,,,,,berkoshoon,,,,565480,,,,,,,,,shoon,,,,,,,,,,,,,,2022.2.5,3,,,,,"['0.20', '0.20']","[""b"",""e"",""r"",""k"",""o"",""s"",""h"",""o"",""o"",""n"",""return""]",,,,berkoshoon,,stems_all/2_dim_sg.PNG,,,,,,,1,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,34,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,2,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.1510000000000673,1.2709999999999582,1.4860000000001037,1.634999999999991,1.7490000000000236,2.004000000000133,2.0989999999999327,2.25,2.372000000000071,2.5830000000000837,2.80600000000004]",,,,,,
﻿40,,,,,,,,,001,,osto,59008,9_2.PNG,,,,,,ostodan,,,,565480,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,4,,,,,"['0.35', '0.35']","[""o"",""s"",""t"",""o"",""d"",""a"",""n"",""return""]",,,,ostodan,,stems_all/9_2.PNG,,,,,,,1,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,8,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,9,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.5340000000001055,1.6590000000001055,1.7830000000001291,1.8460000000000036,2.0299999999999727,2.18100000000004,2.2460000000000946,2.813000000000102]",,,,,,
﻿41,,,,,,,,,001,,mero,59008,12_2.PNG,,,,,,merodan,,,,565480,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,5,,,,,"['0.35', '0.35']","[""m"",""e"",""r"",""o"",""d"",""a"",""n"",""return"",""backspace"",""backspace"",""backspace"",""backspace"",""backspace"",""o"",""d"",""a"",""n"",""return""]",,,,merodan,,stems_all/12_2.PNG,,,,,,,1,166.66666666666666,,,,,,,,,,,,,,,,,,001,,,,,,,,11,,,,,,,2024-04-08_12h55.51.664,,,MacIntel,,generalizability_mini,,,,,,,,12,,,1,,2024-04-08_12h56.11.791,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.8330000000000837,1.9190000000000964,1.9650000000001455,2.1000000000001364,2.2180000000000746,2.3170000000000073,2.3859999999999673,2.93100000000004,3.634999999999991,3.7660000000000764,4.036000000000058,4.268000000000029,4.420000000000073,4.630000000000109,4.75,4.801000000000158,4.897000000000162,5.053000000000111]",,,,,,
