fc_flash.started,key_resp_11.rt,key_resp_17.rt,key_resp_11.keys,key_resp_17.keys,comp_image_size,comp_label1_location,key_resp_30.keys,end.stopped,consent6.started,forced_choice_block.thisRepN,prod_image1,condition,training_block.thisIndex,image2_label,consent3.stopped,image_size,image1_label,suffix,key_resp_16.rt,consent.started,demographic_questions.stopped,suffix2,mouse.leftButton,debriefing2.started,fc_pre.started,experiment_start_resp.rt,comprehension_loop.thisRepN,consent6.stopped,begin_experiment.started,training.started,key_resp_3.keys,mouse.y,stem_condition,key_resp_9.keys,consent.stopped,training_block.thisN,prod_image2,psychopyVersion,key_resp_16.keys,key_resp_18.rt,comprehension_four_images.started,alt_image2_location,key_resp_15.rt,consent2.stopped,comp_condition_suffix,key_resp_13.keys,stem,prod_image2_location,label,consent_resp_6.rt,consent3.started,demo_age.started,debriefing1.stopped,debriefing3.stopped,comp_inst.stopped,demo_age.stopped,consent_resp.keys,comprehension_loop.thisN,key_resp_19.rt,mouse.midButton,key_resp_27.rt,debriefing0.stopped,demo_info.ran,comprehension_loop.ran,image3,training_block.thisTrialN,prod_four_images.stopped,image1,comprehension_instructions.started,prod_inst_2.stopped,comp_image_location,key_resp_33.keys,demo_other_langs.started,textbox.text,forced_choice.stopped,demo_native_lang.stopped,demo_info.thisIndex,prod_pre.started,OS,consent_resp_4.rt,consent_resp_3.rt,mouse.time,key_resp_9.rt,comp_instructions_cont.started,clear_screen.started,consent5.stopped,key_resp_14.rt,key_resp_18.duration,mouse.x,demo_native_lang.started,prod_image2_size,production_block.thisRepN,key_resp_18.keys,key_resp_28.keys,forced_choice_block.ran,comprehension_instructions.stopped,key_resp_29.rt,image4_label,consent_resp_4.keys,randomizer.stopped,forced_choice_block.thisIndex,blank_trial.started,demo_info.thisTrialN,consent_resp_2.rt,consent_resp_2.keys,prod_label,demo_info.thisN,production_block.ran,debriefing2.stopped,image3_label,image4,training_2.stopped,comprehension_loop.thisIndex,instructions.stopped,key_resp_14.keys,big_image_flash.started,consent_resp_5.rt,training_block.ran,key_resp_30.rt,file,__session,prod_four_images.started,randomizer.started,alt_image2,alt_image1_location,comprehension_four_images.stopped,consent4.started,prod_inst_2.started,image2,forced_choice_block.thisTrialN,prod_condition,key_resp_10.rt,forced_choice_block.thisN,consent2.started,fc_pre.stopped,production_block.thisTrialN,training.stopped,comprehension_label,training_2.started,debriefing1.started,production.stopped,experiment_start_resp.keys,consent4.stopped,label2,key_resp_27.keys,clear_screen.stopped,__datetime,alt_image1,prod_resp.text,date,prod_instr.started,big_image_flash.stopped,production_block.thisN,big_image_flash_fc.started,mouse.clicked_name,production_block.thisIndex,comp_instructions_cont.stopped,fc_flash.stopped,demo_other_langs.stopped,key_resp_19.keys,consent_resp.rt,textbox_6.text,prod_pre.stopped,demographic_questions.started,forced_choice.started,key_resp_4.rt,stem_filename,label1,blank_trial.stopped,instructions.started,big_image_flash_fc.stopped,alt_image2_size,mouse.rightButton,prod_instr.stopped,textbox_5.text,key_resp_4.keys,key_resp_31.keys,key_resp_15.keys,expName,key_resp_5.rt,suffix1,training_block.thisRepN,comp_image,consent_resp_5.keys,key_resp_28.rt,session,end.started,__experimentName,consent_resp_6.keys,textbox_7.text,production.started,alt_image1_size,key_resp_29.keys,consent5.started,debriefing3.started,comp_condition_stem,comp_inst.started,demo_info.thisRepN,frameRate,audio_files,filepath,__participant,debriefing0.started,key_resp_13.rt,comprehension_loop.thisTrialN,key_resp_5.keys,image_location,key_resp_3.rt,key_resp_31.rt,comp_label2_location,key_resp_33.rt,begin_exp.started,consent_resp_3.keys,key_resp_10.keys,begin_experiment.stopped,participant,begin_exp.stopped
﻿1490.4405000000002,,,,,"['0.35', '0.35']",left,,,,1,,,,,,,,,0.7815999999938867,,,dan,,,1491.6877000000031,,,,,,,,,,,,,2023.2.2,right,,,"['0.2', '-0.2']",,,big,,lucko,,,,,,,,,,,,,,,,,,,,,stems_all/17.PNG,,,"['-0.2', '-0.2']",,,,1493.246900000006,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,40,1493.2471000000091,,,,,,,,,,,,,,,,,,,001,,,stems_all/17_dim_pl.PNG,"['0.2', '0.2']",,,,,8,,,50,,1491.688,,,,,,,,,luckodan,,,2025-01-23_11h06.53.786,stems_all/17_dim_sg.PNG,,2025-01-23_11h07.36.502,,,,1488.435200000003,,,,1491.687600000009,,,,,,,1491.6881000000092,,,luckosil,1494.000300000012,,1490.4405000000002,"['0.20', '0.20']",,,,,,,generalizability_mini,,sil,,stems_all/17_2.PNG,,,001,,generalizability_experiment_v3,,,,"['0.20', '0.20']",,,,novel,,,116.27906976736315,,,501168,,,,,,,,right,,,,,,60472,
﻿1496.003200000003,,,,,"['0.20', '0.20']",left,,,,1,,,,,,,,,0.814099999993914,,,nem,,,1497.254900000006,,,,,,,,,,,,,2023.2.2,left,,,"['0.2', '-0.2']",,,dim_sg,,kora,,,,,,,,,,,,,,,,,,,,,stems_all/3.PNG,,,"['0.2', '0.2']",,,,1498.843400000006,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,26,1498.8435000000002,,,,,,,,,,,,,,,,,,,001,,,stems_all/3_dim_pl.PNG,"['-0.2', '-0.2']",,,,,9,,,51,,1497.255200000003,,,,,,,,,koranem,,,2025-01-23_11h06.53.786,stems_all/3_2.PNG,,2025-01-23_11h07.36.502,,,,1494.0009000000061,,,,1497.254800000012,,,,,,,1497.255200000003,,,korashoon,1499.592300000012,,1496.003100000009,"['0.20', '0.20']",,,,,,,generalizability_mini,,shoon,,stems_all/3_dim_sg.PNG,,,001,,generalizability_experiment_v3,,,,"['0.35', '0.35']",,,,familiar,,,116.27906976736315,,,501168,,,,,,,,right,,,,,,60472,
﻿1501.5905,,,,,"['0.35', '0.35']",right,,,,1,,,,,,,,,0.6275999999941178,,,dan,,,1502.836100000009,,,,,,,,,,,,,2023.2.2,right,,,"['0.2', '-0.2']",,,big,,kora,,,,,,,,,,,,,,,,,,,,,stems_all/3.PNG,,,"['-0.2', '-0.2']",,,,1504.238700000003,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,38,1504.238700000003,,,,,,,,,,,,,,,,,,,001,,,stems_all/3_dim_pl.PNG,"['0.2', '0.2']",,,,,10,,,52,,1502.836300000012,,,,,,,,,koradan,,,2025-01-23_11h06.53.786,stems_all/3_dim_sg.PNG,,2025-01-23_11h07.36.502,,,,1499.593300000012,,,,1502.836,,,,,,,1502.836300000012,,,korasil,1504.9857000000031,,1501.5905,"['0.20', '0.20']",,,,,,,generalizability_mini,,sil,,stems_all/3_2.PNG,,,001,,generalizability_experiment_v3,,,,"['0.20', '0.20']",,,,familiar,,,116.27906976736315,,,501168,,,,,,,,left,,,,,,60472,
﻿1506.983100000009,,,,,"['0.20', '0.20']",right,,,,1,,,,,,,,,1.0922000000027765,,,nem,,,1508.228300000012,,,,,,,,,,,,,2023.2.2,right,,,"['0.2', '0.2']",,,dim_pl,,berko,,,,,,,,,,,,,,,,,,,,,stems_all/2.PNG,,,"['0.2', '-0.2']",,,,1510.095400000006,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,7,1510.0955000000001,,,,,,,,,,,,,,,,,,,001,,,stems_all/2_dim_sg.PNG,"['-0.2', '-0.2']",,,,,11,,,53,,1508.228400000006,,,,,,,,,berkonem,,,2025-01-23_11h06.53.786,stems_all/2_2.PNG,,2025-01-23_11h07.36.502,,,,1504.986,,,,1508.228300000012,,,,,,,1508.228400000006,,,berkoshoon,1510.8425000000002,,1506.983100000009,"['0.20', '0.20']",,,,,,,generalizability_mini,,shoon,,stems_all/2_dim_pl.PNG,,,001,,generalizability_experiment_v3,,,,"['0.35', '0.35']",,,,familiar,,,116.27906976736315,,,501168,,,,,,,,left,,,,,,60472,
﻿1512.839800000012,,,,,"['0.20', '0.20']",left,,,,1,,,,,,,,,1.1050000000000182,,,nem,,,1514.087100000009,,,,,,,,,,,,,2023.2.2,right,,,"['0.2', '0.2']",,,dim_pl,,kora,,,,,,,,,,,,,,,,,,,,,stems_all/3.PNG,,,"['0.2', '-0.2']",,,,1515.9726000000092,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,2,1515.9727000000032,,,,,,,,,,,,,,,,,,,001,,,stems_all/3_dim_sg.PNG,"['-0.2', '-0.2']",,,,,12,,,54,,1514.087300000012,,,,,,,,,koranem,,,2025-01-23_11h06.53.786,stems_all/3_2.PNG,,2025-01-23_11h07.36.502,,,,1510.8442000000032,,,,1514.0870000000002,,,,,,,1514.087300000012,,,koradan,1516.723100000009,,1512.839800000012,"['0.20', '0.20']",,,,,,,generalizability_mini,,dan,,stems_all/3_dim_pl.PNG,,,001,,generalizability_experiment_v3,,,,"['0.35', '0.35']",,,,familiar,,,116.27906976736315,,,501168,,,,,,,,right,,,,,,60472,
﻿1518.7165000000002,,,,,"['0.20', '0.20']",right,,,,1,,,,,,,,,0.8505999999940741,,,nem,,,1519.9630000000002,,,,,,,,,,,,,2023.2.2,left,,,"['0.2', '0.2']",,,dim_pl,,bassi,,,,,,,,,,,,,,,,,,,,,stems_all/16.PNG,,,"['0.2', '-0.2']",,,,1521.5870000000002,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,9,1521.5870000000002,,,,,,,,,,,,,,,,,,,001,,,stems_all/16_dim_sg.PNG,"['-0.2', '-0.2']",,,,,13,,,55,,1519.963300000012,,,,,,,,,bassinem,,,2025-01-23_11h06.53.786,stems_all/16_2.PNG,,2025-01-23_11h07.36.502,,,,1516.7245,,,,1519.9629000000061,,,,,,,1519.963400000006,,,bassishoon,1522.332200000003,,1518.7164000000062,"['0.20', '0.20']",,,,,,,generalizability_mini,,shoon,,stems_all/16_dim_pl.PNG,,,001,,generalizability_experiment_v3,,,,"['0.35', '0.35']",,,,novel,,,116.27906976736315,,,501168,,,,,,,,left,,,,,,60472,
﻿1524.3255000000001,,,,,"['0.20', '0.20']",right,,,,1,,,,,,,,,1.0982999999971526,,,sil,,,1525.5715,,,,,,,,,,,,,2023.2.2,right,,,"['0.2', '0.2']",,,dim_pl,,kora,,,,,,,,,,,,,,,,,,,,,stems_all/3.PNG,,,"['0.2', '-0.2']",,,,1527.4470000000001,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,14,1527.4470000000001,,,,,,,,,,,,,,,,,,,001,,,stems_all/3_dim_sg.PNG,"['-0.2', '-0.2']",,,,,14,,,56,,1525.571900000006,,,,,,,,,korasil,,,2025-01-23_11h06.53.786,stems_all/3_2.PNG,,2025-01-23_11h07.36.502,,,,1522.3331000000092,,,,1525.5714000000062,,,,,,,1525.5720000000001,,,koradan,1528.1970000000001,,1524.3255000000001,"['0.20', '0.20']",,,,,,,generalizability_mini,,dan,,stems_all/3_dim_pl.PNG,,,001,,generalizability_experiment_v3,,,,"['0.35', '0.35']",,,,familiar,,,116.27906976736315,,,501168,,,,,,,,left,,,,,,60472,
﻿1530.1945,,,,,"['0.20', '0.20']",right,,,,1,,,,,,,,,1.1756000000091262,,,shoon,,,1531.443300000012,,,,,,,,,,,,,2023.2.2,right,,,"['0.2', '0.2']",,,dim_pl,,kora,,,,,,,,,,,,,,,,,,,,,stems_all/3.PNG,,,"['0.2', '-0.2']",,,,1533.403700000003,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,8,1533.403800000012,,,,,,,,,,,,,,,,,,,001,,,stems_all/3_dim_sg.PNG,"['-0.2', '-0.2']",,,,,15,,,57,,1531.4439000000061,,,,,,,,,korashoon,,,2025-01-23_11h06.53.786,stems_all/3_2.PNG,,2025-01-23_11h07.36.502,,,,1528.1985000000002,,,,1531.4432000000031,,,,,,,1531.4440000000002,,,koranem,1534.161300000012,,1530.194300000012,"['0.20', '0.20']",,,,,,,generalizability_mini,,nem,,stems_all/3_dim_pl.PNG,,,001,,generalizability_experiment_v3,,,,"['0.35', '0.35']",,,,familiar,,,116.27906976736315,,,501168,,,,,,,,left,,,,,,60472,
﻿1536.158200000003,,,,,"['0.35', '0.35']",left,,,,1,,,,,,,,,1.2392999999970016,,,nem,,,1537.406400000006,,,,,,,,,,,,,2023.2.2,left,,,"['0.2', '-0.2']",,,big,,bassi,,,,,,,,,,,,,,,,,,,,,stems_all/16.PNG,,,"['-0.2', '-0.2']",,,,1539.4112000000032,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,33,1539.4112000000032,,,,,,,,,,,,,,,,,,,001,,,stems_all/16_dim_pl.PNG,"['0.2', '0.2']",,,,,16,,,58,,1537.4065,,,,,,,,,bassinem,,,2025-01-23_11h06.53.786,stems_all/16_dim_sg.PNG,,2025-01-23_11h07.36.502,,,,1534.161900000006,,,,1537.406400000006,,,,,,,1537.4066000000091,,,bassidan,1540.1612000000032,,1536.158200000003,"['0.20', '0.20']",,,,,,,generalizability_mini,,dan,,stems_all/16_2.PNG,,,001,,generalizability_experiment_v3,,,,"['0.20', '0.20']",,,,novel,,,116.27906976736315,,,501168,,,,,,,,right,,,,,,60472,
﻿1542.161400000006,,,,,"['0.20', '0.20']",right,,,,1,,,,,,,,,0.9120000000000346,,,shoon,,,1543.4135,,,,,,,,,,,,,2023.2.2,right,,,"['0.2', '0.2']",,,dim_pl,,lucko,,,,,,,,,,,,,,,,,,,,,stems_all/17.PNG,,,"['0.2', '-0.2']",,,,1545.0893000000121,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,10,1545.089400000006,,,,,,,,,,,,,,,,,,,001,,,stems_all/17_dim_sg.PNG,"['-0.2', '-0.2']",,,,,17,,,59,,1543.413600000009,,,,,,,,,luckoshoon,,,2025-01-23_11h06.53.786,stems_all/17_2.PNG,,2025-01-23_11h07.36.502,,,,1540.1618000000121,,,,1543.413400000006,,,,,,,1543.413600000009,,,luckonem,1545.8424000000061,,1542.161300000012,"['0.20', '0.20']",,,,,,,generalizability_mini,,nem,,stems_all/17_dim_pl.PNG,,,001,,generalizability_experiment_v3,,,,"['0.35', '0.35']",,,,novel,,,116.27906976736315,,,501168,,,,,,,,left,,,,,,60472,
﻿1547.834,,,,,"['0.20', '0.20']",right,,,,1,,,,,,,,,1.1437999999970998,,,shoon,,,1549.0805,,,,,,,,,,,,,2023.2.2,left,,,"['0.2', '-0.2']",,,dim_sg,,bassi,,,,,,,,,,,,,,,,,,,,,stems_all/16.PNG,,,"['0.2', '0.2']",,,,1550.997300000012,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,27,1550.997300000012,,,,,,,,,,,,,,,,,,,001,,,stems_all/16_dim_pl.PNG,"['-0.2', '-0.2']",,,,,18,,,60,,1549.080800000012,,,,,,,,,bassishoon,,,2025-01-23_11h06.53.786,stems_all/16_2.PNG,,2025-01-23_11h07.36.502,,,,1545.8431000000091,,,,1549.0805,,,,,,,1549.080800000012,,,bassinem,1551.749800000012,,1547.833800000012,"['0.20', '0.20']",,,,,,,generalizability_mini,,nem,,stems_all/16_dim_sg.PNG,,,001,,generalizability_experiment_v3,,,,"['0.35', '0.35']",,,,novel,,,116.27906976736315,,,501168,,,,,,,,left,,,,,,60472,
﻿1553.7535,,,,,"['0.20', '0.20']",left,,,,1,,,,,,,,,0.8324999999999818,,,sil,,,1555.003600000009,,,,,,,,,,,,,2023.2.2,right,,,"['0.2', '0.2']",,,dim_pl,,bal,,,,,,,,,,,,,,,,,,,,,stems_all/1.PNG,,,"['0.2', '-0.2']",,,,1556.606800000012,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,12,1556.6069000000061,,,,,,,,,,,,,,,,,,,001,,,stems_all/1_dim_sg.PNG,"['-0.2', '-0.2']",,,,,19,,,61,,1555.003800000012,,,,,,,,,balsil,,,2025-01-23_11h06.53.786,stems_all/1_2.PNG,,2025-01-23_11h07.36.502,,,,1551.750800000012,,,,1555.0035,,,,,,,1555.003800000012,,,baldan,1557.3552000000032,,1553.7533000000121,"['0.20', '0.20']",,,,,,,generalizability_mini,,dan,,stems_all/1_dim_pl.PNG,,,001,,generalizability_experiment_v3,,,,"['0.35', '0.35']",,,,familiar,,,116.27906976736315,,,501168,,,,,,,,right,,,,,,60472,
﻿1559.353600000009,,,,,"['0.35', '0.35']",left,,,,1,,,,,,,,,0.7440999999939777,,,sil,,,1560.6100000000001,,,,,,,,,,,,,2023.2.2,left,,,"['0.2', '-0.2']",,,big,,bassi,,,,,,,,,,,,,,,,,,,,,stems_all/16.PNG,,,"['-0.2', '-0.2']",,,,1562.125800000012,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,39,1562.125800000012,,,,,,,,,,,,,,,,,,,001,,,stems_all/16_dim_pl.PNG,"['0.2', '0.2']",,,,,20,,,62,,1560.610100000009,,,,,,,,,bassisil,,,2025-01-23_11h06.53.786,stems_all/16_dim_sg.PNG,,2025-01-23_11h07.36.502,,,,1557.355800000012,,,,1560.6100000000001,,,,,,,1560.610100000009,,,bassidan,1562.8805000000002,,1559.3535000000002,"['0.20', '0.20']",,,,,,,generalizability_mini,,dan,,stems_all/16_2.PNG,,,001,,generalizability_experiment_v3,,,,"['0.20', '0.20']",,,,novel,,,116.27906976736315,,,501168,,,,,,,,right,,,,,,60472,
﻿1564.881800000012,,,,,"['0.20', '0.20']",left,,,,1,,,,,,,,,0.7421999999880882,,,nem,,,1566.122700000003,,,,,,,,,,,,,2023.2.2,right,,,"['0.2', '0.2']",,,dim_pl,,bal,,,,,,,,,,,,,,,,,,,,,stems_all/1.PNG,,,"['0.2', '-0.2']",,,,1567.6401000000092,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,0,1567.640300000012,,,,,,,,,,,,,,,,,,,001,,,stems_all/1_dim_sg.PNG,"['-0.2', '-0.2']",,,,,21,,,63,,1566.1232000000032,,,,,,,,,balnem,,,2025-01-23_11h06.53.786,stems_all/1_2.PNG,,2025-01-23_11h07.36.502,,,,1562.881200000003,,,,1566.122600000009,,,,,,,1566.1232000000032,,,baldan,1568.3949000000061,,1564.881700000003,"['0.20', '0.20']",,,,,,,generalizability_mini,,dan,,stems_all/1_dim_pl.PNG,,,001,,generalizability_experiment_v3,,,,"['0.35', '0.35']",,,,familiar,,,116.27906976736315,,,501168,,,,,,,,right,,,,,,60472,
﻿1570.399900000006,,,,,"['0.20', '0.20']",right,,,,1,,,,,,,,,1.059399999991001,,,nem,,,1571.6483000000121,,,,,,,,,,,,,2023.2.2,left,,,"['0.2', '-0.2']",,,dim_sg,,runde,,,,,,,,,,,,,,,,,,,,,stems_all/18.PNG,,,"['0.2', '0.2']",,,,1573.4785000000002,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,23,1573.478600000009,,,,,,,,,,,,,,,,,,,001,,,stems_all/18_dim_pl.PNG,"['-0.2', '-0.2']",,,,,22,,,64,,1571.6485,,,,,,,,,rundenem,,,2025-01-23_11h06.53.786,stems_all/18_2.PNG,,2025-01-23_11h07.36.502,,,,1568.395400000006,,,,1571.648200000003,,,,,,,1571.6485,,,rundedan,1574.225300000012,,1570.399900000006,"['0.20', '0.20']",,,,,,,generalizability_mini,,dan,,stems_all/18_dim_sg.PNG,,,001,,generalizability_experiment_v3,,,,"['0.35', '0.35']",,,,novel,,,116.27906976736315,,,501168,,,,,,,,left,,,,,,60472,
﻿1576.2274000000061,,,,,"['0.20', '0.20']",left,,,,1,,,,,,,,,1.0407000000029711,,,nem,,,1577.472200000003,,,,,,,,,,,,,2023.2.2,right,,,"['0.2', '-0.2']",,,dim_sg,,bassi,,,,,,,,,,,,,,,,,,,,,stems_all/16.PNG,,,"['0.2', '0.2']",,,,1579.276400000006,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,21,1579.276400000006,,,,,,,,,,,,,,,,,,,001,,,stems_all/16_dim_pl.PNG,"['-0.2', '-0.2']",,,,,23,,,65,,1577.472300000012,,,,,,,,,bassinem,,,2025-01-23_11h06.53.786,stems_all/16_2.PNG,,2025-01-23_11h07.36.502,,,,1574.225800000012,,,,1577.472200000003,,,,,,,1577.472400000006,,,bassidan,1580.029300000012,,1576.2274000000061,"['0.20', '0.20']",,,,,,,generalizability_mini,,dan,,stems_all/16_dim_sg.PNG,,,001,,generalizability_experiment_v3,,,,"['0.35', '0.35']",,,,novel,,,116.27906976736315,,,501168,,,,,,,,right,,,,,,60472,
﻿1582.029700000003,,,,,"['0.20', '0.20']",left,,,,1,,,,,,,,,0.8292999999971471,,,nem,,,1583.277700000003,,,,,,,,,,,,,2023.2.2,left,,,"['0.2', '0.2']",,,dim_pl,,runde,,,,,,,,,,,,,,,,,,,,,stems_all/18.PNG,,,"['0.2', '-0.2']",,,,1584.888900000006,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,11,1584.889300000012,,,,,,,,,,,,,,,,,,,001,,,stems_all/18_dim_sg.PNG,"['-0.2', '-0.2']",,,,,24,,,66,,1583.278,,,,,,,,,rundenem,,,2025-01-23_11h06.53.786,stems_all/18_2.PNG,,2025-01-23_11h07.36.502,,,,1580.0300000000002,,,,1583.277700000003,,,,,,,1583.278,,,rundeshoon,1585.6375,,1582.0296000000092,"['0.20', '0.20']",,,,,,,generalizability_mini,,shoon,,stems_all/18_dim_pl.PNG,,,001,,generalizability_experiment_v3,,,,"['0.35', '0.35']",,,,novel,,,116.27906976736315,,,501168,,,,,,,,right,,,,,,60472,
﻿1587.637800000012,,,,,"['0.20', '0.20']",right,,,,1,,,,,,,,,0.9053000000119482,,,dan,,,1588.892300000012,,,,,,,,,,,,,2023.2.2,right,,,"['0.2', '0.2']",,,dim_pl,,runde,,,,,,,,,,,,,,,,,,,,,stems_all/18.PNG,,,"['0.2', '-0.2']",,,,1590.580600000009,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,5,1590.5807000000032,,,,,,,,,,,,,,,,,,,001,,,stems_all/18_dim_sg.PNG,"['-0.2', '-0.2']",,,,,25,,,67,,1588.8925000000002,,,,,,,,,rundedan,,,2025-01-23_11h06.53.786,stems_all/18_2.PNG,,2025-01-23_11h07.36.502,,,,1585.6385,,,,1588.892300000012,,,,,,,1588.8925000000002,,,rundenem,1591.3293000000122,,1587.6376000000091,"['0.20', '0.20']",,,,,,,generalizability_mini,,nem,,stems_all/18_dim_pl.PNG,,,001,,generalizability_experiment_v3,,,,"['0.35', '0.35']",,,,novel,,,116.27906976736315,,,501168,,,,,,,,left,,,,,,60472,
﻿1593.3303000000121,,,,,"['0.35', '0.35']",left,,,,1,,,,,,,,,0.8702000000027965,,,dan,,,1594.570900000006,,,,,,,,,,,,,2023.2.2,left,,,"['0.2', '-0.2']",,,big,,kora,,,,,,,,,,,,,,,,,,,,,stems_all/3.PNG,,,"['-0.2', '-0.2']",,,,1596.220400000006,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,32,1596.220600000009,,,,,,,,,,,,,,,,,,,001,,,stems_all/3_dim_pl.PNG,"['0.2', '0.2']",,,,,26,,,68,,1594.5713000000121,,,,,,,,,koradan,,,2025-01-23_11h06.53.786,stems_all/3_dim_sg.PNG,,2025-01-23_11h07.36.502,,,,1591.3307000000032,,,,1594.570800000012,,,,,,,1594.5713000000121,,,koranem,1596.974900000006,,1593.330200000003,"['0.20', '0.20']",,,,,,,generalizability_mini,,nem,,stems_all/3_2.PNG,,,001,,generalizability_experiment_v3,,,,"['0.20', '0.20']",,,,familiar,,,116.27906976736315,,,501168,,,,,,,,right,,,,,,60472,
﻿1598.970700000003,,,,,"['0.20', '0.20']",left,,,,1,,,,,,,,,0.8778999999910866,,,nem,,,1600.218400000006,,,,,,,,,,,,,2023.2.2,right,,,"['0.2', '0.2']",,,dim_pl,,lucko,,,,,,,,,,,,,,,,,,,,,stems_all/17.PNG,,,"['0.2', '-0.2']",,,,1601.878200000003,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,4,1601.878200000003,,,,,,,,,,,,,,,,,,,001,,,stems_all/17_dim_sg.PNG,"['-0.2', '-0.2']",,,,,27,,,69,,1600.2188000000122,,,,,,,,,luckonem,,,2025-01-23_11h06.53.786,stems_all/17_2.PNG,,2025-01-23_11h07.36.502,,,,1596.9757000000031,,,,1600.218300000012,,,,,,,1600.2188000000122,,,luckodan,1602.6242000000032,,1598.970700000003,"['0.20', '0.20']",,,,,,,generalizability_mini,,dan,,stems_all/17_dim_pl.PNG,,,001,,generalizability_experiment_v3,,,,"['0.35', '0.35']",,,,novel,,,116.27906976736315,,,501168,,,,,,,,right,,,,,,60472,
﻿1604.620300000012,,,,,"['0.20', '0.20']",right,,,,1,,,,,,,,,0.8953999999912412,,,shoon,,,1605.8575,,,,,,,,,,,,,2023.2.2,left,,,"['0.2', '0.2']",,,dim_pl,,bal,,,,,,,,,,,,,,,,,,,,,stems_all/1.PNG,,,"['0.2', '-0.2']",,,,1607.536700000003,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,6,1607.536700000003,,,,,,,,,,,,,,,,,,,001,,,stems_all/1_dim_sg.PNG,"['-0.2', '-0.2']",,,,,28,,,70,,1605.857800000012,,,,,,,,,balshoon,,,2025-01-23_11h06.53.786,stems_all/1_2.PNG,,2025-01-23_11h07.36.502,,,,1602.624800000012,,,,1605.8575,,,,,,,1605.857800000012,,,balnem,1608.283300000012,,1604.620300000012,"['0.20', '0.20']",,,,,,,generalizability_mini,,nem,,stems_all/1_dim_pl.PNG,,,001,,generalizability_experiment_v3,,,,"['0.35', '0.35']",,,,familiar,,,116.27906976736315,,,501168,,,,,,,,left,,,,,,60472,
﻿1610.285800000012,,,,,"['0.35', '0.35']",right,,,,1,,,,,,,,,0.8894999999999982,,,nem,,,1611.535600000009,,,,,,,,,,,,,2023.2.2,right,,,"['0.2', '-0.2']",,,big,,berko,,,,,,,,,,,,,,,,,,,,,stems_all/2.PNG,,,"['-0.2', '-0.2']",,,,1613.192300000012,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,31,1613.192300000012,,,,,,,,,,,,,,,,,,,001,,,stems_all/2_dim_pl.PNG,"['0.2', '0.2']",,,,,29,,,71,,1611.535700000003,,,,,,,,,berkonem,,,2025-01-23_11h06.53.786,stems_all/2_dim_sg.PNG,,2025-01-23_11h07.36.502,,,,1608.283900000006,,,,1611.5355000000002,,,,,,,1611.535700000003,,,berkodan,1613.941800000012,,1610.285800000012,"['0.20', '0.20']",,,,,,,generalizability_mini,,dan,,stems_all/2_2.PNG,,,001,,generalizability_experiment_v3,,,,"['0.20', '0.20']",,,,familiar,,,116.27906976736315,,,501168,,,,,,,,left,,,,,,60472,
﻿1615.9375000000002,,,,,"['0.35', '0.35']",left,,,,1,,,,,,,,,0.7040000000001783,,,dan,,,1617.183700000003,,,,,,,,,,,,,2023.2.2,left,,,"['0.2', '-0.2']",,,big,,lucko,,,,,,,,,,,,,,,,,,,,,stems_all/17.PNG,,,"['-0.2', '-0.2']",,,,1618.671600000009,,,,Win32,,,,,,,,,,,,,,,,1,,,,,,34,1618.671700000003,,,,,,,,,,,,,,,,,,,001,,,stems_all/17_dim_pl.PNG,"['0.2', '0.2']",,,,,30,,,72,,1617.183800000012,,,,,,,,,luckodan,,,2025-01-23_11h06.53.786,stems_all/17_dim_sg.PNG,,2025-01-23_11h07.36.502,,,,1613.942300000012,,,,1617.1836000000092,,,,,,,1617.183800000012,,,luckonem,1619.4291000000092,,1615.9374000000062,"['0.20', '0.20']",,,,,,,generalizability_mini,,nem,,stems_all/17_2.PNG,,,001,,generalizability_experiment_v3,,,,"['0.20', '0.20']",,,,novel,,,116.27906976736315,,,501168,,,,,,,,right,,,,,,60472,
